subject,video_name,start_frame,apex_frame,end_frame,type_idx,au
casme_023,casme_023_0102,997,1002,1015,1,43
casme_023,casme_023_0502,1381,1413,1460,1,7
casme_023,casme_023_0502,1937,1947,1963,1,7
casme_023,casme_023_0507,2744,2753,2764,1,12
casme_024,casme_024_0401,355,362,385,1,4
casme_024,casme_024_0401,434,441,450,1,4
casme_024,casme_024_0401,608,615,621,2,43
casme_024,casme_024_0401,963,967,977,2,4
casme_024,casme_024_0401,1262,1269,0,1,4
casme_024,casme_024_0401,1890,1898,1902,2,4
casme_024,casme_024_0401,1903,1916,1950,1,4
casme_024,casme_024_0401,2181,2187,2193,2,4
casme_024,casme_024_0401,2208,2266,2276,1,4
casme_024,casme_024_0401,2543,2565,2576,1,4
casme_024,casme_024_0401,3411,3424,3440,1,4
casme_024,casme_024_0401,3441,3447,3453,2,4
casme_024,casme_024_0402,3297,3309,3342,1,4+7
casme_024,casme_024_0402,3553,3563,3599,1,4
casme_024,casme_024_0101,1356,1364,1380,1,4
casme_024,casme_024_0101,1383,1389,1419,1,4
casme_024,casme_024_0502,852,858,869,1,6+12
casme_024,casme_024_0502,1078,1094,1101,1,12
casme_024,casme_024_0502,1584,1597,1630,1,12
casme_024,casme_024_0502,1863,1875,1889,1,12
casme_024,casme_024_0507,832,848,881,1,6+12+15
casme_024,casme_024_0507,1421,1431,1464,1,12+11
casme_024,casme_024_0507,1648,1658,0,1,1+2
casme_024,casme_024_0507,1664,1682,1703,1,6+12
casme_024,casme_024_0507,1836,1842,1848,2,12
casme_024,casme_024_0507,1858,1865,1882,1,12
casme_024,casme_024_0507,1951,1957,1965,2,1+2
casme_024,casme_024_0507,2005,2015,2044,1,6+12
casme_024,casme_024_0507,2229,2237,2247,1,4
casme_024,casme_024_0507,2691,2697,2746,1,12
casme_024,casme_024_0507,3168,3181,3223,1,6+12
casme_024,casme_024_0507,3233,3239,3248,2,12
casme_025,casme_025_0101,113,118,127,2,4
casme_025,casme_025_0102,470,478,490,1,4
casme_025,casme_025_0102,996,1003,1008,2,4+7
casme_025,casme_025_0102,1008,1013,1017,2,4
casme_025,casme_025_0102,1018,1024,1034,2,4
casme_025,casme_025_0502,841,872,913,1,6+12
casme_025,casme_025_0502,945,966,984,1,6+12+17
casme_025,casme_025_0508,123,140,167,1,6+12
casme_025,casme_025_0508,189,203,0,1,6+12
casme_026,casme_026_0401,575,588,622,1,14
casme_026,casme_026_0101,1014,1017,1040,1,43
casme_026,casme_026_0102,308,321,345,1,14
casme_026,casme_026_0102,428,434,447,1,43
casme_026,casme_026_0503,408,438,0,1,4
casme_026,casme_026_0503,1727,1735,1757,1,4
casme_027,casme_027_0401,352,357,365,2,4+5
casme_027,casme_027_0401,369,374,382,2,4+5
casme_027,casme_027_0401,1135,1139,1147,2,4
casme_027,casme_027_0401,1152,1162,1177,1,4
casme_027,casme_027_0401,1682,1702,1733,1,4+7+9+10+25
casme_027,casme_027_0401,1974,1979,1986,2,4+14
casme_027,casme_027_0401,2158,2168,2182,1,4
casme_027,casme_027_0401,2241,2247,2258,1,4
casme_027,casme_027_0402,2632,2641,2653,1,4+7+12
casme_027,casme_027_0402,3727,3733,3745,1,4+7
casme_027,casme_027_0101,417,428,473,1,4+7+9
casme_027,casme_027_0101,874,880,888,2,4+5
casme_027,casme_027_0101,890,897,911,1,4+5
casme_027,casme_027_0101,1201,1207,1220,1,4
casme_027,casme_027_0101,1221,1230,1224,1,4+5+7
casme_027,casme_027_0101,1703,1713,1722,1,43
casme_027,casme_027_0102,34,39,48,2,43
casme_027,casme_027_0102,309,314,317,2,4+5+7+9
casme_027,casme_027_0102,314,321,332,1,4+7+9
casme_027,casme_027_0102,374,377,388,2,4
casme_027,casme_027_0102,439,444,457,1,4+5+7+9
casme_027,casme_027_0102,452,463,509,1,4+7+12
casme_027,casme_027_0102,553,559,572,1,4+7+9
casme_027,casme_027_0102,795,804,818,1,4+5+7+12
casme_027,casme_027_0102,1053,1061,1074,1,43
casme_027,casme_027_0502,169,183,251,1,12
casme_027,casme_027_0502,329,341,0,1,12+25
casme_027,casme_027_0502,558,569,599,1,6+12
casme_027,casme_027_0502,613,619,628,2,5+12
casme_027,casme_027_0502,1081,1102,1133,1,6+12
casme_027,casme_027_0502,1438,1451,1465,1,18
casme_027,casme_027_0502,2187,2203,2219,1,6+12
casme_027,casme_027_0503,359,368,394,1,12
casme_027,casme_027_0503,419,423,432,2,12
casme_027,casme_027_0503,2225,2234,2271,1,12
casme_027,casme_027_0505,1122,1184,1234,1,6+12+14
casme_027,casme_027_0505,1758,1779,1813,1,6+12+15
casme_027,casme_027_0505,1918,1938,1982,1,6+12+15
casme_027,casme_027_0507,901,908,919,1,4
casme_027,casme_027_0507,876,883,890,2,43
casme_027,casme_027_0507,2677,2682,2702,1,5+38
casme_027,casme_027_0507,3187,3200,3212,1,12
casme_027,casme_027_0508,179,200,243,1,6+12+15+17
casme_029,casme_029_0502,140,143,152,2,7
casme_030,casme_030_0401,395,415,422,1,4
casme_030,casme_030_0401,926,933,941,2,43
casme_030,casme_030_0401,1581,1601,1622,1,25
casme_030,casme_030_0401,2983,2994,3021,1,12
casme_030,casme_030_0101,1455,1460,1466,2,20
casme_030,casme_030_0102,337,357,385,1,20
casme_030,casme_030_0102,761,785,804,1,43
casme_030,casme_030_0502,167,179,197,1,12
casme_030,casme_030_0502,331,347,410,1,12
casme_030,casme_030_0502,846,859,895,1,12
casme_030,casme_030_0502,1172,1195,0,1,12
casme_030,casme_030_0502,1569,1582,1614,1,12
casme_030,casme_030_0502,1918,1936,1954,1,12
casme_030,casme_030_0503,1419,1438,0,1,6+12
casme_030,casme_030_0503,1547,1562,0,1,6+12
casme_030,casme_030_0505,1141,1166,0,1,6+12
casme_030,casme_030_0505,2232,2259,2302,1,6+12
casme_030,casme_030_0507,1680,1691,1698,1,12
casme_030,casme_030_0507,3179,3193,0,1,6+12
casme_031,casme_031_0401,515,523,534,1,1+2
casme_031,casme_031_0401,2850,2862,2876,1,1+2
casme_031,casme_031_0401,3337,3351,3383,1,14
casme_031,casme_031_0402,863,870,888,1,4
casme_031,casme_031_0402,1689,1694,1702,2,39
casme_031,casme_031_0402,2123,2139,2156,1,1+2
casme_031,casme_031_0402,2190,2197,2204,2,1+2
casme_031,casme_031_0402,2205,2213,2226,1,2+14
casme_031,casme_031_0402,2377,2383,2389,2,1+2
casme_031,casme_031_0402,2395,2413,2450,1,2
casme_031,casme_031_0402,3277,3296,3351,1,1+2
casme_031,casme_031_0402,3479,3493,3509,1,14
casme_031,casme_031_0402,3803,3808,3815,2,39
casme_031,casme_031_0101,382,412,457,1,24+25
casme_031,casme_031_0101,555,572,611,1,24+25
casme_031,casme_031_0101,726,756,843,1,24+25
casme_031,casme_031_0101,836,852,886,1,1+2
casme_031,casme_031_0101,1089,1107,1140,1,25
casme_031,casme_031_0101,1150,1157,1169,1,1+2
casme_031,casme_031_0101,1421,1426,1433,2,18
casme_031,casme_031_0101,1561,1582,1601,1,4
casme_031,casme_031_0101,1631,1640,0,1,24
casme_031,casme_031_0502,1595,1616,1653,1,14
casme_031,casme_031_0503,2169,2203,2202,1,38
casme_031,casme_031_0505,1046,1054,1059,2,24
casme_031,casme_031_0505,2242,2253,2279,1,12+24
casme_031,casme_031_0507,768,775,793,1,4
casme_031,casme_031_0507,834,841,857,1,1+2
casme_031,casme_031_0507,1500,1520,0,1,1+2
casme_031,casme_031_0507,1565,1580,1586,1,1+2+24
casme_031,casme_031_0507,2247,2268,0,1,1+2
casme_031,casme_031_0507,3114,3125,3144,1,24+39
casme_032,casme_032_0401,268,272,278,2,4
casme_032,casme_032_0401,302,314,322,1,4
casme_032,casme_032_0401,344,348,360,1,4
casme_032,casme_032_0401,406,416,439,1,4+9
casme_032,casme_032_0401,562,587,609,1,4
casme_032,casme_032_0401,874,886,897,1,4
casme_032,casme_032_0401,1310,1331,1363,1,14+24
casme_032,casme_032_0401,1518,1529,1560,1,4+7
casme_032,casme_032_0401,1650,1660,1674,1,4
casme_032,casme_032_0401,1692,1716,1742,1,4
casme_032,casme_032_0401,2249,2277,2335,1,24
casme_032,casme_032_0401,2407,2455,2451,1,30
casme_032,casme_032_0401,2796,2811,2845,1,14
casme_032,casme_032_0401,2912,2918,2961,1,4+7+9+14
casme_032,casme_032_0401,3173,3180,3197,1,4+7
casme_032,casme_032_0402,1531,1538,1550,1,4
casme_032,casme_032_0402,2270,2281,2295,1,4
casme_032,casme_032_0402,2774,2783,2802,1,4
casme_032,casme_032_0402,3200,3210,0,1,4
casme_032,casme_032_0402,3396,3405,3426,1,4
casme_032,casme_032_0402,3745,3772,3807,1,4
casme_032,casme_032_0402,3999,4031,4073,1,4
casme_032,casme_032_0101,885,898,919,1,7
casme_032,casme_032_0101,1234,1244,1250,1,4
casme_032,casme_032_0102,780,789,802,1,4
casme_032,casme_032_0502,139,152,194,1,1+2+5+18+43
casme_032,casme_032_0502,311,320,324,2,1+2+5+19
casme_032,casme_032_0502,325,330,345,1,1+2+5+18
casme_032,casme_032_0502,404,410,0,1,12
casme_032,casme_032_0502,858,873,909,1,6+12
casme_032,casme_032_0502,1171,1175,1184,2,1+2
casme_032,casme_032_0502,1570,1590,1609,1,12
casme_032,casme_032_0502,2203,2218,2229,1,12
casme_032,casme_032_0503,258,264,272,2,1+2+6+12
casme_032,casme_032_0503,258,279,319,1,6+12
casme_032,casme_032_0503,349,363,416,1,4+6+12
casme_032,casme_032_0503,656,666,716,1,4+7+12+14
casme_032,casme_032_0503,729,739,755,1,4+12+18
casme_032,casme_032_0503,748,777,820,1,12+18
casme_032,casme_032_0503,1031,1037,1044,2,4
casme_032,casme_032_0503,1082,1105,1143,1,6+12+25
casme_032,casme_032_0503,1552,1567,1586,1,4+6+12+14
casme_032,casme_032_0503,1559,1579,1611,1,12
casme_032,casme_032_0503,1751,1764,1780,1,6+12+34
casme_032,casme_032_0503,2077,2092,2132,1,6+12
casme_032,casme_032_0503,2454,2465,2500,1,6+12
casme_032,casme_032_0503,2663,2683,2728,1,12
casme_032,casme_032_0505,1362,1374,1380,1,4
casme_032,casme_032_0505,1382,1391,1405,1,4+9
casme_032,casme_032_0505,1709,1726,1750,1,12
casme_032,casme_032_0505,2212,2234,2272,1,6+12+43
casme_032,casme_032_0507,1646,1671,1743,1,12
casme_032,casme_032_0507,2332,2338,2348,1,12
casme_032,casme_032_0508,286,291,301,2,4+7
casme_033,casme_033_0402,3682,3689,3699,1,4
casme_033,casme_033_0402,4328,4343,4356,1,21
casme_033,casme_033_0102,56,66,76,1,43
casme_033,casme_033_0102,108,117,130,1,14
casme_034,casme_034_0401,1763,0,1787,1,14
casme_034,casme_034_0402,2170,2185,0,1,12
casme_034,casme_034_0503,990,1015,1042,1,12
casme_035,casme_035_0102,100,106,113,2,4+14
casme_035,casme_035_0102,363,367,371,2,1+2
casme_036,casme_036_0401,106,130,145,1,14+17
casme_036,casme_036_0505,348,373,0,1,12
casme_036,casme_036_0505,566,582,0,1,12
casme_036,casme_036_0505,1074,1087,1095,1,12
casme_037,casme_037_0402,2783,2794,2810,1,7
casme_037,casme_037_0402,3045,3056,3066,1,4
casme_037,casme_037_0402,3176,3189,3200,1,4
casme_037,casme_037_0402,3397,3405,3413,1,14
casme_037,casme_037_0402,3502,3508,3514,2,4
casme_037,casme_037_0101,1289,1296,1310,1,38+39
casme_037,casme_037_0502,851,861,875,1,12
casme_037,casme_037_0502,1858,1868,0,1,12
casme_037,casme_037_0505,414,423,0,1,12
casme_037,casme_037_0505,1167,1182,0,1,12
casme_037,casme_037_0505,1468,1490,1509,1,12
casme_037,casme_037_0505,1511,1526,1541,1,12
casme_037,casme_037_0505,1941,1963,1974,1,12
casme_037,casme_037_0505,2229,2242,2269,1,12
casme_037,casme_037_0507,846,861,0,1,12
casme_037,casme_037_0507,1571,1587,1680,1,12
casme_037,casme_037_0507,1751,1762,0,1,12
casme_037,casme_037_0507,2020,2044,2074,1,12+14
casme_037,casme_037_0507,2341,2357,2400,1,12+14+17+38
casme_037,casme_037_0507,2688,2709,2752,1,12
casme_037,casme_037_0508,233,244,255,1,12
casme_037,casme_037_0508,322,333,0,1,12
casme_037,casme_037_0508,418,423,430,2,12
casme_038,casme_038_0502,329,342,0,1,12+24
casme_038,casme_038_0502,878,888,922,1,12+14+24
casme_038,casme_038_0502,962,968,981,1,12+14
casme_038,casme_038_0502,1189,1197,0,1,12+24
casme_038,casme_038_0502,1782,1800,1841,1,12+14+24
casme_038,casme_038_0502,1869,1882,0,1,12+18+24
casme_038,casme_038_0507,1242,1250,1263,1,12
casme_038,casme_038_0507,1377,1390,1422,1,6+12+24
casme_038,casme_038_0507,1664,1675,1703,1,12+14+24
casme_038,casme_038_0507,1775,1790,1809,1,12+24+38
casme_038,casme_038_0507,1870,1881,1911,1,12
casme_038,casme_038_0507,2232,2239,2247,2,12+38
casme_040,casme_040_0401,392,400,415,1,4
casme_040,casme_040_0401,592,602,613,1,4+5
casme_040,casme_040_0502,601,613,0,1,12
casme_040,casme_040_0502,1598,1613,0,1,12
casme_040,casme_040_0503,2692,2707,0,1,12
samm_006,samm_006_1,70,80,92,1,4(B/C)+7B
samm_006,samm_006_1,445,448,453,2,4+7
samm_006,samm_006_1,238,243,248,2,4
samm_006,samm_006_1,40,45,50,2,4+7
samm_006,samm_006_1,417,423,427,2,4+7
samm_006,samm_006_1,644,649,657,2,4+7+43
samm_006,samm_006_1,1075,1081,1090,1,4
samm_006,samm_006_2,40,85,101,1,4D+7B+9B+ref(10)+24B
samm_006,samm_006_2,207,214,282,1,4+7+9+10+43
samm_006,samm_006_2,9,14,21,2,4+7
samm_006,samm_006_3,90,114,144,1,1C+2C+58
samm_006,samm_006_3,285,298,363,1,4D+R7C
samm_006,samm_006_3,375,391,426,1,1E+2E+5B+20B+58
samm_006,samm_006_3,17,20,25,2,15A+17
samm_006,samm_006_3,160,166,169,2,25+26
samm_006,samm_006_4,525,545,547,1,4D+ref(7)+17A+53
samm_006,samm_006_4,14,36,207,1,4+glare
samm_006,samm_006_4,215,226,529,1,4+glare
samm_006,samm_006_4,560,563,588,1,7D+all of the above
samm_006,samm_006_5,13,18,50,1,1D+2D+ref(5)+25
samm_006,samm_006_5,141,145,151,2,L20+21
samm_006,samm_006_5,228,236,240,2,4
samm_006,samm_006_5,417,423,432,1,4+15+17
samm_006,samm_006_5,533,540,554,1,1B+2B+25
samm_006,samm_006_5,93,98,141,1,1+2+L15A
samm_006,samm_006_5,173,175,216,1,17
samm_006,samm_006_5,249,252,288,1,3+25+26
samm_006,samm_006_5,619,622,631,2,5
samm_006,samm_006_6,61,76,91,1,12B+L14C
samm_006,samm_006_6,64,108,127,1,L14D+19+25
samm_006,samm_006_6,210,218,266,1,12B+17C+24
samm_006,samm_006_6,489,541,573,1,4C+A12D+25+26+ref(43E)
samm_006,samm_006_7,24,31,53,1,4B+12(B/C)+17B+(23/24) 
samm_006,samm_006_7,68,73,88,1,A12
samm_007,samm_007_3,30,32,36,2,20
samm_007,samm_007_4,37,42,49,2,24
samm_007,samm_007_5,331,381,432,1,subject do 2x  R2(C and then B)
samm_007,samm_007_5,32,37,41,2,26
samm_007,samm_007_5,366,371,378,2,R2
samm_007,samm_007_6,49,51,55,2,(R6 or R12)+R15
samm_007,samm_007_6,149,153,159,2,12
samm_007,samm_007_6,307,311,314,2,R6A+R12
samm_007,samm_007_6,149,152,183,1,12A or 14A
samm_007,samm_007_6,68,71,77,2,(R6 or R12) + R15
samm_007,samm_007_7,841,844,846,2,5B+24
samm_007,samm_007_7,74,92,130,1,18C
samm_007,samm_007_7,190,208,229,1,7B+L12B+54+56
samm_007,samm_007_7,844,868,910,1,6(B/C)+12E+25
samm_007,samm_007_7,31,35,42,2,12A
samm_008,samm_008_1,37,60,83,1,51+54
samm_008,samm_008_5,92,98,114,1,7
samm_008,samm_008_6,51,60,68,1,7
samm_008,samm_008_7,88,111,134,1,80 (big swallow) 
samm_008,samm_008_7,630,642,660,1,1D/E+2D/E+15D/E+17D/E 
samm_009,samm_009_2,72,75,80,2,31
samm_009,samm_009_3,305,313,340,1,5B/C
samm_009,samm_009_3,169,173,178,2,7B
samm_009,samm_009_3,183,188,193,2,7B
samm_009,samm_009_3,354,358,364,2,5A
samm_009,samm_009_3,186,193,200,1,R31
samm_009,samm_009_3,51,56,67,1,5B
samm_009,samm_009_4,70,84,108,1,4C+7B+glare
samm_009,samm_009_6,57,68,74,1,52+54+62
samm_009,samm_009_7,12,19,34,1,5B
samm_010,samm_010_1,104,130,141,1,12B+14B+24(A/B)
samm_010,samm_010_1,11,-1,26,1,7A
samm_010,samm_010_2,23,25,28,2,ref(7B)+43
samm_010,samm_010_2,172,176,186,1,7B+A12B
samm_010,samm_010_2,92,99,114,1,9A ref (L12 or L10)
samm_010,samm_010_2,209,227,245,1,6B+12B+15C+26+((8+25)or(50))
samm_010,samm_010_2,424,446,470,1,12A
samm_010,samm_010_2,530,547,552,1,12B+15B
samm_010,samm_010_2,554,567,580,1,ref(5)+15B+17(D/E)+20B
samm_010,samm_010_2,580,607,610,1,ref(5)+20D+25
samm_010,samm_010_2,151,154,160,2,7D
samm_010,samm_010_2,300,307,314,1,7B
samm_010,samm_010_3,99,126,185,1,26
samm_010,samm_010_3,170,178,184,1,L30
samm_010,samm_010_3,249,275,303,1,R30
samm_010,samm_010_3,472,484,491,1,12B
samm_010,samm_010_4,65,68,69,2,ref(7B)+43C
samm_010,samm_010_4,463,466,467,2,7B+ ref(43)
samm_010,samm_010_4,125,132,147,1,26
samm_010,samm_010_5,83,190,204,1,26
samm_010,samm_010_5,303,324,358,1,55
samm_010,samm_010_6,82,105,105,1,L1B+L2A+6C+12E+A14C+17B+51
samm_010,samm_010_7,15,49,78,1,26+ADR30
samm_011,samm_011_1,3,20,38,1,14B+24
samm_011,samm_011_1,502,523,543,1,A7C+ref(10A)+A12B
samm_011,samm_011_1,717,730,739,1,7B+L12B
samm_011,samm_011_1,384,391,395,2,7C
samm_011,samm_011_2,253,256,258,2,A9+12
samm_011,samm_011_2,258,264,265,2,9
samm_011,samm_011_2,485,490,496,2,4D+9B
samm_011,samm_011_2,0,162,345,1,81
samm_011,samm_011_2,420,425,431,2,7+12
samm_011,samm_011_2,466,471,480,1,1B+4C+7B
samm_011,samm_011_2,529,538,545,1,A12B
samm_011,samm_011_3,45,49,51,2,L7A
samm_011,samm_011_3,114,126,133,1,7+L12C
samm_011,samm_011_3,181,214,222,1,10D+12C+14C+24
samm_011,samm_011_3,105,111,114,2,L12 + 61
samm_011,samm_011_3,117,125,128,2,A7+A12
samm_011,samm_011_3,150,156,163,2,A12
samm_011,samm_011_3,104,111,119,1,L12C
samm_011,samm_011_4,843,846,850,2,A7
samm_011,samm_011_4,608,620,630,1,L14B
samm_011,samm_011_4,834,843,852,1,R7B
samm_011,samm_011_4,519,524,531,2,7C
samm_011,samm_011_4,344,348,356,2,7
samm_011,samm_011_4,371,376,384,1,L14B
samm_011,samm_011_4,372,376,379,2,L12 or L14
samm_011,samm_011_4,7,19,35,1,12C
samm_011,samm_011_4,39,58,93,1,6B+7C+12C
samm_011,samm_011_4,100,106,126,1,R6A+ref(12/14)+16+25
samm_011,samm_011_4,204,215,228,1,L14B
samm_011,samm_011_4,237,246,258,1,L14B
samm_011,samm_011_4,309,318,334,1,L14C
samm_011,samm_011_4,336,346,353,1,7C
samm_011,samm_011_5,130,133,135,2,L14
samm_011,samm_011_5,1082,1091,1107,1,ref(R6)+A7C
samm_011,samm_011_5,127,134,140,1,L14B
samm_011,samm_011_5,842,853,858,1,L14C
samm_011,samm_011_5,22,45,77,1,14D+20+ref(23)+24+37
samm_011,samm_011_5,104,114,128,1,7A/B+L10A/B)+ref(11)+12C
samm_011,samm_011_5,222,236,243,1,6A+7B+12B
samm_011,samm_011_5,306,314,323,1,23+L30
samm_011,samm_011_5,458,468,477,1,5A/B+14B
samm_011,samm_011_5,506,513,528,1,L14C
samm_011,samm_011_5,557,565,580,1,7B+A14C+38
samm_011,samm_011_5,857,878,898,1,Chewing
samm_011,samm_011_6,552,557,560,2,10A/B
samm_011,samm_011_6,0,415,515,1,6C+12E+ref(23)+24
samm_011,samm_011_6,521,533,542,1,1C+2C+5B+25+26
samm_011,samm_011_6,596,637,714,1,6C+7B+10D+12D+14D+23+24
samm_011,samm_011_6,565,573,577,2,ref(L10)+A12B
samm_011,samm_011_6,22,31,55,1,7B+10B+12D+14B
samm_011,samm_011_6,69,81,102,1,L10A+A12B
samm_011,samm_011_6,120,154,256,1,6E+10(B/C)+12E+61
samm_011,samm_011_6,312,321,325,2,L12C
samm_011,samm_011_6,325,331,334,2,12C
samm_011,samm_011_6,335,348,353,1,R10B+A12C
samm_011,samm_011_6,0,354,356,1,R10B+A12C
samm_011,samm_011_6,357,465,498,1,6B+7B+12C/D+ref(18)+24
samm_011,samm_011_7,152,154,158,2,L10
samm_011,samm_011_7,449,453,459,2,L14
samm_011,samm_011_7,150,154,164,1,L10B + ref(11)
samm_011,samm_011_7,448,453,463,1,L14B
samm_011,samm_011_7,43,52,62,1,L14B+24
samm_011,samm_011_7,72,120,147,1,ref(5A/B)+12B/C+14C+24
samm_011,samm_011_7,355,365,391,1,1B+5B+A14D+54
samm_011,samm_011_7,514,524,543,1,L14C
samm_011,samm_011_7,543,553,569,1,12B
samm_011,samm_011_7,696,718,726,1,6A+12C
samm_011,samm_011_7,737,753,781,1,12B+A14D+15C+24
samm_011,samm_011_7,991,1021,1050,1,6D+10B/C+12D+23
samm_012,samm_012_3,577,581,584,2,7+20+26
samm_012,samm_012_3,587,591,599,2,ref(5)+20C+25+26
samm_012,samm_012_3,0,609,631,1,7B+12C+15C
samm_012,samm_012_3,628,683,684,1,6C/D+ref(7)12E+25
samm_012,samm_012_4,167,182,190,1,61+64
samm_012,samm_012_5,77,89,100,1,62+64
samm_012,samm_012_6,360,376,383,1,62+64
samm_012,samm_012_6,510,520,534,1,62+64
samm_012,samm_012_6,542,555,564,1,62+64
samm_012,samm_012_6,29,37,44,1,14B+L20B+B23
samm_012,samm_012_7,108,111,115,2,5
samm_012,samm_012_7,118,124,147,1,reaction?
samm_013,samm_013_1,475,477,486,2,7
samm_013,samm_013_1,561,567,572,2,7A
samm_013,samm_013_1,88,92,100,2,7B
samm_013,samm_013_1,907,911,921,1,7
samm_013,samm_013_1,84,94,104,1,7C
